iv_states,predicted_dv,confidence,frequency,accuracy,p_margin,source_model
"El=1|Tp=7|Tt=15",1,95.57,23,95.7,0.0000,"IV:ElZ:TpZ:TtZ"
"Dc=7|El=4|Ro=6|Tp=6|Tt=11",0,89.42,23,91.3,0.0010,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Fd=6|Gd=2|Ro=6|Tp=3|Tt=15",1,91.97,22,95.5,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=1|Fd=6|Gd=2|Ro=6|Tp=3|Tt=15",1,91.80,22,95.5,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=1|Fd=4|Ro=6|Tp=3|Tt=15",1,92.32,22,100.0,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=1|Fd=6|Ro=6|Tp=3|Tt=15",1,91.51,22,95.5,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Fd=6|Ro=6|Tp=3|Tt=15",1,91.73,22,95.5,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=1|Fd=6|Ro=6|Tp=3|Tt=15",1,91.60,22,95.5,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=1|Fd=6|Ro=6|Tp=3|Tt=15",1,91.23,22,95.5,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=1|Tp=7|Tt=15",1,95.50,22,95.5,0.0000,"IV:ElZ:DcZ:TpZ:TtZ"
"Dc=7|El=2|Fd=6|Gd=2|Ro=1|Tp=3|Tt=3",1,88.06,21,95.2,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=6|Gd=2|Ro=1|Tp=3|Tt=3",1,87.61,21,95.2,0.0000,"IV:ElZ:FdZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=6|Ro=1|Tp=3|Tt=3",1,88.03,21,95.2,0.0000,"IV:ElZ:FdZ:TpZ:RoZ:TtZ"
"El=2|Gd=2|Ro=3|Tp=3|Tt=9",1,88.50,21,95.2,0.0000,"IV:ElZ:GdZ:TpZ:RoZ:TtZ"
"El=2|Fd=6|Tp=3|Tt=3",1,86.86,21,95.2,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"El=5|Fd=4|Tp=7|Tt=11",0,88.74,21,95.2,0.0030,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=7|El=2|Fd=6|Ro=1|Tp=3|Tt=3",1,88.44,21,95.2,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"El=2|Ro=3|Tp=3|Tt=9",1,88.90,21,95.2,0.0000,"IV:ElZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=7|El=2|Fd=6|Ro=1|Tp=3|Tt=3",1,88.15,21,95.2,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Fd=6|Ro=1|Tp=3|Tt=3",1,87.53,21,95.2,0.0000,"IV:ElZ:FdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Ro=3|Tp=3|Tt=9",1,88.46,21,95.2,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"Dc=7|El=2|Tp=3|Tt=9",1,87.86,21,95.2,0.0000,"IV:ElZ:DcZ:TpZ:TtZ"
"El=2|Tp=3|Tt=9",1,87.98,21,95.2,0.0000,"IV:ElZ:TpZ:TtZ"
"Dc=7|El=2|Ro=3|Tp=3|Tt=9",1,88.81,21,95.2,0.0000,"IV:ElZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=2|Tt=9",1,87.68,21,95.2,0.0000,"IV:ElZ:ClZ:TtZ"
"Cl=4|El=2|Tt=15",1,85.51,21,95.2,0.0000,"IV:ElZ:ClZ:TtZ"
"Cl=1|El=2|Ro=3|Tt=9",1,88.60,21,95.2,0.0000,"IV:ElZ:ClZ:RoZ:TtZ"
"El=5|Fd=3|Rd=1|Ro=1|Tp=3|Tt=3",0,86.25,20,95.0,0.0070,"IV:ElZ:FdZ:RdZ:TpZ:RoZ:TtZ"
"Dc=4|El=5|Fd=6|Gd=2|Ro=1|Tp=3|Tt=3",0,100.00,20,100.0,0.0000,"IV:ElZ:FdZ:DcZ:GdZ:TpZ:RoZ:TtZ"
"El=5|Fd=3|Gd=2|Rd=1|Ro=1|Tp=3|Tt=3",0,86.25,20,95.0,0.0070,"IV:ElZ:FdZ:RdZ:GdZ:TpZ:RoZ:TtZ"
"El=1|Fd=2|Tp=3|Tt=15",1,90.25,20,90.0,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"El=5|Fd=6|Tp=3|Tt=11",0,94.85,20,95.0,0.0000,"IV:ElZ:FdZ:TpZ:TtZ"
"Dc=4|El=5|Fd=6|Ro=1|Tp=3|Tt=3",0,100.00,20,100.0,0.0000,"IV:ElZ:FdZ:DcZ:TpZ:RoZ:TtZ"
"Cl=1|El=5|Fd=3|Rd=1|Ro=1|Tp=3|Tt=3",0,85.81,20,95.0,0.0080,"IV:ElZ:FdZ:RdZ:ClZ:TpZ:RoZ:TtZ"
"Cl=1|Dc=4|El=5|Fd=6|Ro=1|Tp=3|Tt=3",0,100.00,20,100.0,0.0000,"IV:ElZ:FdZ:ClZ:DcZ:TpZ:RoZ:TtZ"
"Cl=3|El=2|Ro=4|Tp=7|Tt=15",1,94.66,20,90.0,0.0000,"IV:ElZ:ClZ:TpZ:RoZ:TtZ"
"El=5|Ro=6|Tp=6",0,95.85,20,100.0,0.0000,"IV:ElZ:TpZ:RoZ"
