elev_bin, 6,1,Elev
LARGE_FIRE, 2,2,Z
:no-frequency
:data
400148931	2017	18.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400511540	2019	150.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400578343	2020	27.00	C	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	21	22	21	31	North_Central_California_Footh	B	Summer	low	1
400313648	2018	15.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400313507	2018	3.30	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400372010	2018	4583.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400618898	2020	1.00	B	23	81	81	23	81	81	23	81	81	23	81	81	23	81	81	23	81	81	23	81	82	5	Columbia_Plateau	B	Summer	mid	0
400320390	2018	0.81	B	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400029692	2016	3.60	B	52	52	11	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	low	0
400099891	2016	0.01	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
300217204	2015	88483.50	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	42	52	52	42	52	52	5	Columbia_Plateau	B	Summer	mid	1
300307091	2015	60.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400301806	2018	30.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400380050	2018	0.01	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	midlow	0
400619981	2020	1.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	71	71	31	North_Central_California_Footh	B	Spring	mid	0
300232736	2015	3.70	B	90	90	21	90	90	21	90	90	21	90	90	21	90	90	21	90	90	21	90	90	21	5	Columbia_Plateau	B	Fall	low	0
400312231	2018	15589.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
300217239	2015	6567.40	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400611077	2020	15.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Fall	mid	1
400226970	2017	337.00	E	71	71	71	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midlow	1
400313511	2018	15.00	C	52	22	22	52	22	22	52	22	22	52	52	52	52	52	52	82	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400313530	2018	73.20	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400599633	2020	1.00	B	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Fall	low	0
400005508	2016	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400528102	2019	0.10	A	71	71	71	52	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midhigh	0
400029879	2016	0.30	B	52	52	52	52	52	52	52	52	52	52	52	82	52	52	52	52	52	52	52	52	82	5	Columbia_Plateau	B	Fall	midlow	0
400312439	2018	5.00	B	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	Columbia_Plateau	B	Summer	low	0
400029672	2016	331.40	E	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	mid	1
400630450	2020	100.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400029704	2017	58.20	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400544821	2019	0.15	A	81	81	22	81	81	22	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	5	Columbia_Plateau	B	Summer	midlow	0
400627306	2020	139.00	D	22	21	21	22	21	21	22	21	21	22	21	21	21	21	21	21	21	21	21	21	21	31	North_Central_California_Footh	B	Summer	midlow	1
400383652	2018	0.01	A	22	21	52	22	21	52	22	21	52	22	21	21	21	21	52	21	21	52	21	71	52	31	North_Central_California_Footh	B	Fall	low	0
400383295	2018	0.50	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400149809	2017	353.83	E	22	71	52	23	52	52	23	52	52	23	52	52	23	52	52	23	71	52	23	71	71	5	Columbia_Plateau	B	Fall	mid	1
400029773	2016	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400512660	2019	124.00	D	52	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400534539	2019	0.30	B	71	71	71	42	71	71	42	71	71	42	71	71	42	71	71	42	71	71	42	71	71	5	Columbia_Plateau	B	Fall	mid	0
400329562	2018	1.00	B	21	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	31	North_Central_California_Footh	B	Summer	low	0
400029748	2016	3.00	B	22	82	82	22	82	81	22	81	81	22	81	81	22	81	81	22	81	81	22	82	82	5	Columbia_Plateau	B	Spring	midlow	0
400313592	2018	3.00	B	82	82	22	82	82	22	82	82	22	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	0
400313513	2018	2325.20	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400312290	2018	54221.00	G	52	82	82	52	82	82	52	82	82	52	82	82	52	82	82	52	82	82	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
400313703	2018	600.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400357168	2018	1.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	0
400524936	2019	7.30	B	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	0
400104077	2016	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	42	22	52	42	22	52	42	31	North_Central_California_Footh	B	Winter	midlow	0
400312271	2018	1455.00	F	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400029939	2017	0.70	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400153793	2017	1.00	B	42	21	21	42	21	21	42	21	21	42	21	21	42	21	21	42	21	21	42	21	21	31	North_Central_California_Footh	B	Winter	midlow	0
400009863	2017	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400029827	2016	221.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400512750	2019	1.00	B	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	5	Columbia_Plateau	B	Summer	mid	0
400512543	2019	25.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400538163	2019	2.05	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400053966	2016	0.25	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Winter	mid	0
400325619	2018	114.00	D	22	71	71	22	52	71	22	52	71	22	52	71	22	52	71	22	52	71	22	52	71	5	Columbia_Plateau	B	Summer	mid	1
400564780	2019	0.01	A	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	0
400313512	2018	125.00	D	52	52	52	52	52	52	82	82	52	82	52	52	82	82	52	82	52	52	82	52	52	5	Columbia_Plateau	B	Summer	low	1
400512728	2019	0.20	A	22	82	82	22	82	52	22	81	52	22	81	52	22	81	52	22	81	81	22	81	82	5	Columbia_Plateau	B	Summer	low	0
400370603	2018	39.00	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	low	1
400631291	2020	13.10	C	52	42	42	52	42	42	52	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400610380	2020	100.00	D	52	52	42	52	52	42	52	52	52	52	52	52	52	42	42	52	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400029928	2017	2.50	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	low	0
400313677	2018	349.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400313669	2018	3.00	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400372738	2018	1.10	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	low	0
400548004	2019	0.01	A	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Summer	mid	0
400622216	2020	0.10	A	21	52	52	21	52	52	21	52	22	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400081621	2016	11.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400128827	2017	0.20	A	71	81	81	71	81	81	71	81	81	21	81	81	21	81	81	21	81	81	21	81	81	31	North_Central_California_Footh	B	Fall	low	0
400512656	2019	120.00	D	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	5	Columbia_Plateau	B	Summer	low	1
400368061	2018	5.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	midlow	0
400098644	2016	11.14	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400147163	2017	29.00	C	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	31	North_Central_California_Footh	B	Summer	low	1
300293848	2015	2100.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400616111	2020	12.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Winter	midlow	1
400581951	2020	0.50	B	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Summer	low	0
400015983	2017	20.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400313631	2018	48.00	C	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	22	81	81	22	81	82	5	Columbia_Plateau	B	Summer	midlow	1
400147366	2017	25.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
300207074	2015	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400328531	2018	160.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400351588	2018	0.10	A	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Spring	low	0
400631186	2020	17.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400029974	2017	0.40	B	22	82	95	22	82	95	22	82	95	22	95	95	22	82	95	22	82	95	22	82	95	5	Columbia_Plateau	B	Summer	low	0
400500585	2019	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	52	52	42	52	52	42	5	Columbia_Plateau	B	Summer	midhigh	0
400370591	2018	228.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400148146	2017	24.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400029711	2017	3270.50	F	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	mid	1
400313583	2018	0.10	A	22	82	82	22	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
400368237	2018	0.50	B	22	22	71	22	22	71	22	22	71	22	22	21	22	22	21	22	22	21	22	22	21	31	North_Central_California_Footh	B	Spring	low	0
400313702	2018	0.20	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	low	0
400081852	2016	0.81	B	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	31	North_Central_California_Footh	B	Summer	midlow	0
400154303	2017	0.01	A	22	22	22	22	21	22	22	21	22	22	22	22	22	21	71	22	21	71	22	22	71	31	North_Central_California_Footh	B	Fall	low	0
300244575	2015	0.01	A	81	81	52	81	81	52	81	81	52	81	81	52	81	81	52	81	81	52	81	81	52	5	Columbia_Plateau	B	Spring	low	0
400029685	2016	66.20	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	midlow	1
400312300	2018	5056.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midhigh	1
400026547	2017	1.80	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400156830	2017	0.01	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	midlow	0
400029731	2016	1.50	B	82	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
400512743	2019	13.50	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400005523	2016	0.29	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midhigh	0
400630077	2020	0.10	A	21	52	52	21	52	52	21	52	52	21	52	52	21	82	82	21	82	82	21	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400630453	2020	0.70	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400313653	2018	0.20	A	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	5	Columbia_Plateau	B	Summer	midlow	0
400029832	2016	59.30	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400631372	2020	985.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400326222	2018	11.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400302083	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midhigh	0
400541182	2019	26.00	C	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400240001	2017	24650.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
300217242	2015	14768.10	G	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	5	Columbia_Plateau	B	Summer	mid	1
300217275	2015	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400158878	2017	0.10	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	42	31	North_Central_California_Footh	B	Summer	mid	0
300217415	2015	0.10	A	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400102952	2016	0.50	B	52	42	42	52	42	42	52	42	42	42	42	42	42	42	42	42	42	42	42	41	42	31	North_Central_California_Footh	B	Summer	midlow	0
400528026	2019	0.10	A	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	21	42	42	5	Columbia_Plateau	B	Spring	mid	0
400592259	2020	0.10	A	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	42	52	42	42	71	5	Columbia_Plateau	B	Spring	midhigh	0
400629626	2020	67484.00	G	42	43	43	42	43	43	42	43	52	42	43	52	42	43	52	42	43	52	42	43	52	31	North_Central_California_Footh	B	Fall	low	1
400314157	2018	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Fall	low	0
400541968	2019	53.10	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400538056	2019	0.93	B	82	82	82	82	82	82	82	82	82	71	71	71	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400329800	2018	0.01	A	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	31	North_Central_California_Footh	B	Spring	low	0
400030016	2017	201.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	1
400386159	2018	0.24	A	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	23	11	11	31	North_Central_California_Footh	B	Summer	low	0
300217391	2015	76.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400554947	2019	0.01	A	23	23	23	23	23	23	23	23	23	22	23	23	22	23	23	22	23	23	22	23	23	31	North_Central_California_Footh	B	Summer	low	0
400029822	2016	13.00	C	52	52	52	52	52	52	52	52	52	52	52	52	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400512703	2019	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	low	0
400029947	2017	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029922	2017	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400601257	2020	25.00	C	22	23	22	22	23	22	22	23	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	midlow	1
400313432	2018	17.60	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400108332	2017	0.75	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400631400	2020	17442.00	G	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	1
400630431	2020	0.50	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400631366	2020	2.00	B	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	low	0
400626113	2020	1.00	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	midlow	0
400091470	2016	35.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400616076	2020	0.60	B	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Spring	low	0
400045679	2016	1.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	0
300306579	2015	66.00	C	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400029833	2016	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400302104	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400029780	2016	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400544917	2019	0.10	A	21	71	71	21	71	71	21	21	71	21	21	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Fall	low	0
400029714	2017	18.90	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400512690	2019	0.50	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	0
400029712	2017	1168.70	F	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	23	52	52	5	Columbia_Plateau	B	Fall	low	1
400005535	2016	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400148671	2017	1.10	B	42	42	42	42	42	42	42	42	42	52	52	42	52	52	52	52	52	52	71	71	71	5	Columbia_Plateau	B	Summer	mid	0
400031390	2017	30648.00	G	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400518016	2019	44.00	C	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	1
400029838	2016	25.50	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400149963	2017	18.00	C	22	71	71	22	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
300216974	2015	8.20	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Winter	mid	0
400599833	2020	0.10	A	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	0
400544445	2019	15.50	C	52	22	52	52	52	52	52	52	52	52	52	11	52	11	52	52	11	11	52	11	11	5	Columbia_Plateau	B	Summer	low	1
400012465	2017	0.10	A	42	42	42	52	42	42	52	42	42	52	52	42	52	52	42	52	52	42	52	42	42	5	Columbia_Plateau	B	Fall	mid	0
400102627	2016	0.04	A	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	31	North_Central_California_Footh	B	Summer	midlow	0
400329557	2018	1.37	B	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400313519	2018	49.30	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
300306168	2015	145.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	82	82	31	North_Central_California_Footh	B	Summer	low	1
400593700	2020	0.10	A	23	23	23	23	23	23	23	23	23	22	23	23	22	23	23	22	23	23	22	23	23	31	North_Central_California_Footh	B	Summer	low	0
400597207	2020	278.00	D	23	22	22	23	22	22	23	22	22	23	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Summer	low	1
300215504	2015	3000.00	F	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	5	Columbia_Plateau	B	Summer	low	1
400049808	2016	0.10	A	21	42	52	21	42	52	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400094357	2016	156.00	D	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	1
300217267	2015	5.00	B	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400305385	2018	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400612339	2020	1.00	B	23	23	23	23	23	23	23	23	23	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Summer	low	0
400313525	2018	0.30	B	22	71	71	22	71	71	22	71	71	22	71	71	22	82	71	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
300313423	2015	4.50	B	21	71	71	21	71	71	21	71	71	21	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	0
400512740	2019	5.30	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400564714	2019	0.10	A	71	71	71	42	71	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	5	Columbia_Plateau	B	Summer	mid	0
300217314	2015	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
