elev_bin, 6,1,Elev
LARGE_FIRE, 2,2,Z
:no-frequency
:data
400600180	2020	4.75	B	42	42	42	42	42	42	42	52	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Spring	mid	0
400029904	2017	0.10	A	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	5	Columbia_Plateau	B	Summer	midlow	0
400029471	2016	0.10	A	23	52	52	23	52	52	23	52	52	23	52	52	22	82	82	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400059474	2016	0.10	A	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	42	42	52	5	Columbia_Plateau	B	Spring	mid	0
400592258	2020	0.10	A	90	90	71	90	90	71	90	42	42	90	42	42	90	42	42	90	42	42	90	42	42	5	Columbia_Plateau	B	Spring	mid	0
400347979	2018	0.01	A	52	22	42	52	22	42	52	22	42	52	22	42	52	22	42	52	22	42	52	22	42	5	Columbia_Plateau	B	Fall	low	0
400029950	2017	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400113610	2017	8.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	low	0
300217280	2015	1.00	B	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	5	Columbia_Plateau	B	Summer	midlow	0
400029808	2016	0.10	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	5	Columbia_Plateau	B	Summer	midlow	0
400026439	2016	3.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400619873	2020	1.00	B	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	midlow	0
400631369	2020	0.10	A	23	11	71	23	11	71	23	11	71	23	11	71	23	11	71	23	11	71	23	11	71	5	Columbia_Plateau	B	Summer	low	0
400513471	2019	0.20	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	0
400029926	2017	1.00	B	22	82	82	22	95	82	22	95	95	22	95	82	22	82	82	22	95	95	22	95	95	5	Columbia_Plateau	B	Summer	low	0
400128746	2017	0.01	A	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	71	42	42	5	Columbia_Plateau	B	Fall	midlow	0
400088582	2016	0.01	A	22	52	52	22	52	42	22	42	42	22	42	42	22	42	42	22	42	42	22	42	42	5	Columbia_Plateau	B	Spring	midlow	0
400061275	2016	0.10	A	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	0
400128851	2017	0.25	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	0
300217252	2015	0.20	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Spring	low	0
400029755	2016	8.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	low	0
300217416	2015	0.10	A	22	95	82	22	82	95	22	95	95	22	95	95	22	95	95	22	95	81	22	95	81	5	Columbia_Plateau	B	Summer	midlow	0
400153290	2017	0.01	A	21	42	42	21	42	42	21	52	52	21	52	52	21	52	52	21	42	42	21	42	42	31	North_Central_California_Footh	B	Summer	mid	0
400541388	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
400551384	2019	0.10	A	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Spring	mid	0
400584791	2020	0.50	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Spring	mid	0
300323492	2015	0.01	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	low	0
400009864	2017	1.00	B	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	5	Columbia_Plateau	B	Summer	low	0
400114523	2017	0.33	B	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Fall	low	0
300235036	2015	0.01	A	52	42	42	52	42	42	52	42	42	52	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	mid	0
400105121	2016	2.93	B	21	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	low	0
300217247	2015	0.10	A	22	81	81	22	81	81	21	81	81	21	81	81	21	81	81	21	81	81	21	81	81	5	Columbia_Plateau	B	Winter	midlow	0
400586081	2020	3.00	B	23	22	22	23	22	22	23	22	22	23	22	22	22	22	22	22	21	22	22	21	22	31	North_Central_California_Footh	B	Summer	low	0
400345786	2018	1.60	B	71	71	42	71	71	42	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	5	Columbia_Plateau	B	Spring	mid	0
400577149	2020	0.10	A	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Fall	midhigh	0
400558458	2019	1.00	B	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Spring	low	0
400501212	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	midhigh	0
400599842	2020	0.10	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	midlow	0
400029758	2016	1.00	B	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Spring	midlow	0
300239464	2015	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Spring	mid	0
400528130	2019	0.10	A	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	42	52	52	5	Columbia_Plateau	B	Fall	midhigh	0
400099878	2016	0.20	A	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	71	31	North_Central_California_Footh	B	Fall	midlow	0
400149070	2017	0.97	B	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Fall	low	0
400313701	2018	0.10	A	52	82	95	52	82	95	82	82	95	82	22	95	82	22	95	82	82	82	81	95	95	5	Columbia_Plateau	B	Fall	midlow	0
400148869	2017	0.01	A	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	31	North_Central_California_Footh	B	Summer	low	0
400105110	2016	1.00	B	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	23	31	North_Central_California_Footh	B	Summer	low	0
300232444	2015	0.01	A	42	42	11	42	42	11	42	42	11	42	42	11	42	42	11	22	11	11	42	42	11	5	Columbia_Plateau	B	Summer	low	0
300287967	2015	1.00	B	23	21	22	23	21	22	23	21	22	23	21	21	23	21	21	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	0
400034137	2016	0.01	A	90	52	71	90	52	71	90	52	71	90	52	71	90	52	71	90	52	71	90	52	71	31	North_Central_California_Footh	B	Summer	low	0
400029772	2016	21.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400564750	2019	28.10	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400026507	2017	209.00	D	82	82	71	52	82	71	52	82	71	52	82	71	52	82	71	52	82	71	52	82	71	5	Columbia_Plateau	B	Summer	low	1
300217229	2015	2953.10	F	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400631356	2020	14.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
400512662	2019	13.50	C	82	82	82	52	52	82	52	52	82	52	52	82	52	52	82	52	52	82	82	52	82	5	Columbia_Plateau	B	Summer	midlow	1
400541534	2019	14.50	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	mid	1
400604959	2020	94.10	C	23	22	21	23	22	21	23	22	21	23	22	21	23	22	21	23	22	21	23	22	21	31	North_Central_California_Footh	B	Summer	midlow	1
400513696	2020	25.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
400630446	2020	62.30	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	low	1
300217436	2015	50.00	C	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Fall	midlow	1
400029850	2016	30.00	C	71	71	42	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400149669	2017	120.00	D	71	71	71	11	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400593640	2020	19.10	C	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	22	22	23	31	North_Central_California_Footh	B	Fall	low	1
400026558	2017	362.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400301281	2018	127.00	D	52	71	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	31	North_Central_California_Footh	B	Summer	mid	1
300220854	2015	14.64	C	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	5	Columbia_Plateau	B	Summer	mid	1
400016405	2016	16.50	C	21	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400503996	2019	3406.00	F	42	42	42	42	42	42	42	42	42	42	42	42	42	42	52	42	42	52	42	42	52	5	Columbia_Plateau	B	Summer	midhigh	1
400091533	2016	45.00	C	22	22	22	22	42	42	22	42	42	22	42	52	22	42	52	22	42	52	22	42	42	5	Columbia_Plateau	B	Summer	mid	1
400226969	2017	400.00	E	71	22	22	71	71	22	71	71	22	71	71	22	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400105380	2016	277.00	D	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	31	North_Central_California_Footh	B	Summer	low	1
400551316	2019	22.09	C	22	95	95	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	21	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400042689	2016	11.00	C	71	71	22	22	71	22	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
400627400	2020	14.00	C	23	23	42	23	23	42	23	23	42	23	23	42	23	23	42	23	23	42	23	23	42	31	North_Central_California_Footh	B	Winter	midlow	1
400029703	2017	3482.90	F	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	5	Columbia_Plateau	B	Summer	midlow	1
400106907	2017	20.00	C	42	52	52	42	52	52	42	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	mid	1
300217207	2015	11212.70	G	22	90	90	22	90	90	22	90	90	22	90	90	22	90	90	22	90	90	22	90	90	5	Columbia_Plateau	B	Summer	mid	1
400030014	2017	17.50	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400630454	2020	49.00	C	71	71	71	71	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
400312270	2018	33451.00	G	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
400108317	2017	138.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400630449	2020	15.50	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400382863	2018	100.00	D	22	22	23	22	22	22	22	22	22	21	22	21	21	22	21	21	22	21	21	22	11	31	North_Central_California_Footh	B	Summer	midlow	1
300310912	2015	12.30	C	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	22	82	82	31	North_Central_California_Footh	B	Summer	low	1
400373043	2018	30.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	midlow	1
300241698	2015	15.39	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
400029686	2016	178.50	D	71	71	71	71	71	71	71	71	71	71	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	mid	1
300217224	2015	58.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400630439	2020	794.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
400151891	2017	15.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400154266	2017	23.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400373842	2018	105.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	mid	1
300217425	2015	1920.00	F	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	low	1
300293832	2015	1450.00	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400157065	2017	12.00	C	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	low	1
400592542	2020	36.80	C	95	52	52	95	52	52	95	52	52	95	52	52	95	52	52	95	52	52	95	52	52	5	Columbia_Plateau	B	Summer	mid	1
400090995	2016	124.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	midlow	1
400015990	2017	36523.00	G	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	31	North_Central_California_Footh	B	Fall	midlow	1
300335979	2015	16.00	C	71	71	52	52	52	52	52	11	52	52	11	52	52	52	52	71	71	52	71	71	52	31	North_Central_California_Footh	B	Summer	low	1
400029913	2017	10.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400574393	2020	100.00	D	23	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	low	1
400154998	2017	1700.00	F	21	71	71	71	71	71	71	71	71	21	71	71	21	71	71	21	71	71	21	71	71	31	North_Central_California_Footh	B	Summer	low	1
400586031	2020	141.40	D	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Summer	midlow	1
400029983	2017	170.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
300227324	2015	12.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	mid	1
400102989	2016	39.70	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400078102	2016	15.00	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	42	22	52	42	22	52	42	31	North_Central_California_Footh	B	Summer	midlow	1
400348378	2018	594.00	E	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400324836	2018	65.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	mid	1
400629616	2020	811.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400372005	2018	1612.00	F	71	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400149297	2017	37.00	C	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	5	Columbia_Plateau	B	Summer	low	1
400554888	2019	15.00	C	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	midlow	1
400147131	2017	16.50	C	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	21	52	52	5	Columbia_Plateau	B	Summer	mid	1
400155002	2017	13.37	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	82	71	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
300218290	2015	30.10	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	low	1
400015794	2016	215.00	D	52	52	52	52	52	71	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400629627	2020	15.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	mid	1
400312293	2018	178.00	D	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	5	Columbia_Plateau	B	Summer	mid	1
400096246	2016	570.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	71	52	52	71	52	5	Columbia_Plateau	B	Summer	mid	1
400303157	2018	10232.00	G	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Summer	low	1
400104265	2016	26.00	C	23	23	23	23	23	23	23	23	23	22	23	23	22	23	23	22	23	23	22	23	71	31	North_Central_California_Footh	B	Fall	low	1
400029970	2017	58.80	C	22	52	71	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400512651	2019	7727.50	G	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400026568	2017	300.00	E	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	mid	1
300204709	2015	20.00	C	23	22	71	23	22	71	23	22	71	23	22	21	23	22	21	23	22	21	23	22	21	5	Columbia_Plateau	B	Summer	low	1
300270250	2015	12.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	midlow	1
400029665	2016	148.40	D	22	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	midlow	1
400596498	2020	32.90	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	mid	1
400313637	2018	10.00	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400631158	2020	93.80	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400016389	2016	26.00	C	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	22	52	52	31	North_Central_California_Footh	B	Summer	low	1
400588348	2020	15.00	C	22	82	82	22	71	82	22	71	82	22	82	82	22	82	82	22	82	82	22	82	82	31	North_Central_California_Footh	B	Summer	low	1
400615910	2020	63.00	C	22	71	82	22	71	82	22	82	82	22	82	82	82	82	82	82	82	82	71	71	71	31	North_Central_California_Footh	B	Fall	low	1
400631326	2020	15.00	C	81	81	81	81	81	81	42	81	81	42	81	81	42	81	81	42	81	81	42	81	81	5	Columbia_Plateau	B	Fall	mid	1
400629618	2020	712.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Summer	midlow	1
400003385	2016	24.00	C	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	22	71	71	5	Columbia_Plateau	B	Summer	low	1
400016490	2017	78.60	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400389783	2018	268.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400047798	2016	20.00	C	71	52	71	71	52	52	71	52	52	71	52	52	71	52	52	71	52	52	71	52	71	5	Columbia_Plateau	B	Fall	mid	1
400565394	2019	16.04	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
400030995	2016	80.50	C	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Spring	low	1
400564908	2019	25.00	C	21	52	52	21	52	52	21	71	52	21	71	52	21	71	52	21	71	52	21	71	52	31	North_Central_California_Footh	B	Fall	low	1
400307070	2018	2490.00	F	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	31	North_Central_California_Footh	B	Fall	low	1
400329553	2018	100.00	D	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	22	22	52	31	North_Central_California_Footh	B	Summer	low	1
:test
400512688	2019	107.00	D	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Fall	midlow	1
300347964	2015	30.00	C	22	21	21	22	21	21	22	21	52	22	21	21	22	21	21	22	21	21	22	21	21	31	North_Central_California_Footh	B	Summer	low	1
400548205	2019	0.75	B	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Fall	mid	0
300217432	2015	300.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Fall	low	1
400603756	2020	0.91	B	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Fall	mid	0
400049698	2016	123.00	D	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	21	71	71	5	Columbia_Plateau	B	Summer	midlow	1
400554364	2019	397.00	E	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
400029812	2016	102.00	D	22	82	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Summer	mid	1
300267124	2015	0.10	A	52	71	71	52	71	95	52	71	71	52	71	95	52	71	71	52	71	71	52	71	71	31	North_Central_California_Footh	B	Spring	low	0
300238807	2015	1.00	B	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	22	21	42	31	North_Central_California_Footh	B	Winter	mid	0
400099318	2016	0.01	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Summer	midlow	0
400374008	2018	0.08	A	22	21	21	22	21	21	22	22	21	22	22	21	22	22	21	22	22	21	22	22	21	31	North_Central_California_Footh	B	Fall	low	0
300215448	2015	61.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	mid	1
400551743	2019	0.05	A	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	22	31	North_Central_California_Footh	B	Fall	low	0
400026840	2016	180.00	D	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	low	1
400030019	2017	3423.00	F	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Fall	midlow	1
400138085	2017	15.80	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Summer	low	1
300217293	2015	0.50	B	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	52	71	71	5	Columbia_Plateau	B	Summer	midlow	0
400630483	2020	788.00	E	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	5	Columbia_Plateau	B	Fall	midlow	1
300243458	2015	0.01	A	22	42	52	42	42	52	42	42	52	42	42	52	42	52	52	42	52	52	42	52	52	5	Columbia_Plateau	B	Spring	low	0
400313581	2018	43.70	C	82	82	82	82	82	82	52	52	52	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Spring	midlow	1
300226519	2015	6.00	B	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Spring	low	0
400016524	2017	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	31	North_Central_California_Footh	B	Spring	low	0
400512698	2019	0.10	A	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	42	5	Columbia_Plateau	B	Summer	midhigh	0
400584696	2020	25.00	C	23	82	82	23	82	82	23	82	82	23	82	82	23	82	82	23	82	82	23	82	82	5	Columbia_Plateau	B	Summer	midlow	1
400154273	2017	0.05	A	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	31	North_Central_California_Footh	B	Spring	low	0
400029781	2016	3.00	B	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	82	5	Columbia_Plateau	B	Summer	low	0
400042779	2016	21.40	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Summer	mid	1
300217283	2015	0.50	B	82	82	52	82	82	52	82	82	52	82	52	52	82	52	52	82	82	82	71	52	52	5	Columbia_Plateau	B	Summer	midlow	0
400222962	2017	2500.00	F	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	31	North_Central_California_Footh	B	Fall	midlow	1
400303158	2018	167.00	D	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	42	52	52	5	Columbia_Plateau	B	Summer	low	1
400313590	2018	95.00	C	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	5	Columbia_Plateau	B	Spring	midlow	1
