name,level,h,information,aic,bic,daic,dbic,alpha,lr,df,pct_correct
IV:BFPZ,3,9.646702830497802,0.08002125228525074,-47.025570111406,-237.36304250730802,47.025570111406,237.36304250730802,0.4736096878308471,46.974429888594,725594159.0,61.08490566037737
IV:BGPZ,3,9.66141763306742,0.06528728916683775,-55.67476639016243,-246.01223878606444,55.67476639016243,246.01223878606444,0.812622678137871,38.32523360983757,725594159.0,57.78301886792454
IV:BHPZ,3,9.66648223572539,0.060216091750571,-58.651683155129746,-248.98915555103176,58.651683155129746,248.98915555103176,0.8940188577519672,35.348316844870254,725594159.0,57.78301886792456
IV:BJPZ,3,9.656988188673997,0.06972250126152847,-85.07118854511171,-340.2043962247251,85.07118854511171,340.2043962247251,0.9859895180196905,40.92881145488829,725594175.0,58.72641509433964
IV:BKPZ,3,9.64438876768848,0.08233832829934833,-77.66538988849749,-332.79859756811084,77.66538988849749,332.79859756811084,0.9135923079744424,48.334610111502506,725594175.0,60.37735849056607
IV:BLPZ,3,9.658209645614502,0.06849945382837595,-53.78914726555574,-244.12661966145777,53.78914726555574,244.12661966145777,0.7481122273921952,40.21085273444426,725594159.0,58.96226415094342
IV:BMPZ,3,9.663314392921034,0.0633880594900955,-56.78966060569459,-247.1271330015966,56.78966060569459,247.1271330015966,0.8462352426202435,37.21033939430541,725594159.0,57.78301886792454
IV:BNPZ,3,9.657413645017028,0.06929649092010172,-85.32126702231214,-340.4544747019255,85.32126702231214,340.4544747019255,0.9870313186075276,40.67873297768786,725594175.0,57.31132075471701
IV:ApNPZ,3,9.609143594813577,0.11762939488239972,7.051328302687409,-118.4904088095033,-7.051328302687409,118.4904088095033,0.0,69.05132830268741,725594143.0,67.9245283018868
IV:SxNPZ,3,9.688557773956973,0.03811180835401346,-39.62743748284085,-165.16917459503156,39.62743748284085,165.16917459503156,0.871125897243625,22.37256251715915,725594143.0,57.311320754717
IV:EdNPZ,3,9.6671180538849,0.059579445674762255,-59.02540995392215,-249.36288234982416,59.02540995392215,249.36288234982416,0.90231545463446,34.97459004607785,725594159.0,58.49056603773588
IV:AgNPZ,3,9.650458907632515,0.07626028425928154,-49.23335021736289,-239.5708226132649,49.23335021736289,239.5708226132649,0.5657335292824974,44.76664978263711,725594159.0,60.141509433962284
IV:ANPZ,3,9.674604280794489,0.05208347074339111,-63.42573035387237,-253.7632027497744,63.42573035387237,253.7632027497744,0.9694222408227383,30.574269646127632,725594159.0,58.254716981132084
IV:BNPZ,3,9.657413645017028,0.06929649092010172,-85.32126702231214,-340.4544747019255,85.32126702231214,340.4544747019255,0.9870313186075276,40.67873297768786,725594175.0,57.31132075471701
IV:CNPZ,3,9.660441976363046,0.06626421630061873,-55.101286297793045,-245.43875869369506,55.101286297793045,245.43875869369506,0.7939660847659878,38.898713702206955,725594159.0,59.43396226415098
IV:DNPZ,3,9.672264828529737,0.05442596927322506,-62.050626493193334,-252.38809888909535,62.050626493193334,252.38809888909535,0.9540885408892811,31.949373506806666,725594159.0,58.254716981132106
IV:ENPZ,3,9.680806122080314,0.04587355386959835,-67.07110325758713,-257.40857565348915,67.07110325758713,257.40857565348915,0.9918100879602846,26.928896742412878,725594159.0,58.01886792452833
